Date,Site,VidFile,Camera,VidRecord,Timestamp,Species,Count
19/11/2019,Resort,GP019031,GP-9,CB,11:10,Scarus niger,1
19/11/2019,Resort,GP029031,GP-9,CB,0:22,Hemigymnus melapterus,1
19/11/2019,Resort,GP029031,GP-9,CC,1:11,Scarus niger,1
19/11/2019,Resort,GP029031,GP-9,CB,1:18,Chlorurus spilurus,1
19/11/2019,Resort,GP029031,GP-9,CB,1:19,Siganus punctatus ,2
19/11/2019,Resort,GP029031,GP-9,CB,2:06,Chaetodon baronessa,1
19/11/2019,Resort,GP029031,GP-9,CC,2:22,Siganus punctatus ,1
19/11/2019,Resort,GP029031,GP-9,CB,2:52,Lutjanus carponotatus,1
19/11/2019,Resort,GP029031,GP-9,CC,3:07,Halichoeres melanurus,1
19/11/2019,Resort,GP029031,GP-9,CC,4:16,Siganus punctatissimus,2
19/11/2019,Resort,GP029031,GP-9,CB,6:06,Parupeneus barberinus ,1
19/11/2019,Resort,GP029031,GP-9,CB,8:26,Hemigymnus melapterus,1
19/11/2019,Resort,GP029031,GP-9,CC,8:32,Acanthuridae,1
19/11/2019,Resort,GP029031,GP-9,CC,8:47,Acanthuridae,1
19/11/2019,Resort,GP029031,GP-9,CB,10:01,Parupeneus barberinus ,1
19/11/2019,Resort,GP029031,GP-9,CB,10:20,Lethrinus atkinsoni,1
19/11/2019,Resort,GP029031,GP-9,CB,11:00,Siganus punctatissimus,1
15/11/2019,North3,GP015241,3,CC,0:00,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CB,0:02,Pomacentrus chrysurus ,1
15/11/2019,North3,GP015241,3,CC,0:09,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP015241,3,CC,0:08,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CB,0:25,Pomacentrus chrysurus ,1
15/11/2019,North3,GP015241,3,CC,0:27,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,0:47,Thalassoma hardwicke,1
15/11/2019,North3,GP015241,3,CC,1:01,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CC,1:07,Scarus niger,1
15/11/2019,North3,GP015241,3,CB,1:08,Acanthurus nigricauda,2
15/11/2019,North3,GP015241,3,CB,1:13,Siganus doliatus,1
15/11/2019,North3,GP015241,3,CB,1:22,Scarus niger,1
15/11/2019,North3,GP015241,3,CC,1:25,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CC,1:23,Scarus schlegelii,1
15/11/2019,North3,GP015241,3,CB,1:25,Zebrasoma scopas,1
15/11/2019,North3,GP015241,3,CC,1:30,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,1:48,Acanthuridae,1
15/11/2019,North3,GP015241,3,CC,1:51,Pomacentrus chrysurus ,1
15/11/2019,North3,GP015241,3,CB,1:57,Coris gaimard,1
15/11/2019,North3,GP015241,3,CC,2:00,Ctenochaetus striatus,3
15/11/2019,North3,GP015241,3,CB,2:04,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CC,2:08,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP015241,3,CB,2:14,Ctenochaetus striatus ,2
15/11/2019,North3,GP015241,3,CB,2:15,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CB,2:20,Siganus doliatus,1
15/11/2019,North3,GP015241,3,CC,2:58,Thalassoma nigrofasciatum,1
15/11/2019,North3,GP015241,3,CC,3:10,Chaetodon citrenellus,1
15/11/2019,North3,GP015241,3,CB,3:29,Ctenochaetus striatus,2
15/11/2019,North3,GP015241,3,CB,3:34,unknown,1
15/11/2019,North3,GP015241,3,CC,3:35,Acanthurus nigricauda,1
15/11/2019,North3,GP015241,3,CC,3:52,Acanthurus nigricauda,1
15/11/2019,North3,GP015241,3,CB,3:54,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CC,3:52,Chaetodon citrenellus,1
15/11/2019,North3,GP015241,3,CC,3:58,Zebrasoma scopas,1
15/11/2019,North3,GP015241,3,CB,4:16,Acanthurus nigricauda,2
15/11/2019,North3,GP015241,3,CB,4:18,Zebrasoma scopas,1
15/11/2019,North3,GP015241,3,CB,4:19,Naso unicornis ,1
15/11/2019,North3,GP015241,3,CB,4:25,Lethrinus lentjan ,1
15/11/2019,North3,GP015241,3,CC,4:35,Acanthurus nigricauda,1
